Tanggal,Judul Berita,URL,Label
5 jam yang lalu,"Deretan Aset Mewah Noel Dipamerkan KPK, dari Ducati Scrambler hingga Velg Porsche",https://news.detik.com/foto-news/d-8545722/deretan-aset-mewah-noel-dipamerkan-kpk-dari-ducati-scrambler-hingga-velg-porsche,News
5 jam yang lalu,"5 Desain Logo HUT Ke-81 RI, Kamu Pilih Mana?",https://news.detik.com/berita/d-8545845/5-desain-logo-hut-ke-81-ri-kamu-pilih-mana,News
5 jam yang lalu,"Massa Demo Bubar, Jalan Medan Merdeka Selatan Arah Gambir Dibuka Lagi",https://news.detik.com/berita/d-8545843/massa-demo-bubar-jalan-medan-merdeka-selatan-arah-gambir-dibuka-lagi,News
5 jam yang lalu,"Puncak PENAS XVII, BULOG Tegaskan Dukung Swasembada Pangan Berkelanjutan",https://news.detik.com/berita/d-8545842/puncak-penas-xvii-bulog-tegaskan-dukung-swasembada-pangan-berkelanjutan,News
5 jam yang lalu,"Menkum Teken Kerja Sama Hukum dengan Jaksa Agung Rusia, Saling Tukar Informasi",https://news.detik.com/berita/d-8545839/menkum-teken-kerja-sama-hukum-dengan-jaksa-agung-rusia-saling-tukar-informasi,News
5 jam yang lalu,Rumah Sitaan Kasus Benny Tjokro Direvitalisasi Jadi Kantor Adhyaksa Chambers,https://news.detik.com/berita/d-8545837/rumah-sitaan-kasus-benny-tjokro-direvitalisasi-jadi-kantor-adhyaksa-chambers,News
5 jam yang lalu,Hilman Latief Ngaku Dicecar KPK soal Kebijakan Pembagian Kuota Haji,https://news.detik.com/berita/d-8545829/hilman-latief-ngaku-dicecar-kpk-soal-kebijakan-pembagian-kuota-haji,News
5 jam yang lalu,"Tanaman Hias di Pembatas Jalan Sleman Kerap Dicuri, Pelaku Sulit Dicari",https://news.detik.com/berita/d-8545825/tanaman-hias-di-pembatas-jalan-sleman-kerap-dicuri-pelaku-sulit-dicari,News
5 jam yang lalu,Bakom Bantah Ada Pengondisian dari Pemerintah Terkait Demo MBG,https://news.detik.com/berita/d-8545822/bakom-bantah-ada-pengondisian-dari-pemerintah-terkait-demo-mbg,News
5 jam yang lalu,Respons Pemkab Pandeglang soal Warga Petisi Jalan Rusak Pakai Darah,https://news.detik.com/berita/d-8545820/respons-pemkab-pandeglang-soal-warga-petisi-jalan-rusak-pakai-darah,News
5 jam yang lalu,PBB Pastikan Inspeksi Situs Nuklir Iran Akan Dilakukan,https://news.detik.com/internasional/d-8545818/pbb-pastikan-inspeksi-situs-nuklir-iran-akan-dilakukan,News
5 jam yang lalu,KPK Serahkan Duit Rp 153 M ke PT Taspen Hasil dari Rampasan ANS Kosasih,https://news.detik.com/berita/d-8545857/kpk-serahkan-duit-rp-153-m-ke-pt-taspen-hasil-dari-rampasan-ans-kosasih,News
5 jam yang lalu,Rusia Sebut Senjata Nuklir Satu-satunya Pencegah Perang Global,https://news.detik.com/internasional/d-8545804/rusia-sebut-senjata-nuklir-satu-satunya-pencegah-perang-global,News
5 jam yang lalu,Kejagung Dorong Tersangka dan Saksi Buka-bukaan soal Kasus MBG,https://news.detik.com/berita/d-8545801/kejagung-dorong-tersangka-dan-saksi-buka-bukaan-soal-kasus-mbg,News
6 jam yang lalu,Video: Petuah Mantan Atasan Ini Bikin Taufik Hidayat Akhiri Pelarian,https://20.detik.com/detikupdate/20260624-260624098/video-petuah-mantan-atasan-ini-bikin-taufik-hidayat-akhiri-pelarian,News
6 jam yang lalu,"Edukasi Deteksi Dini Buta Warna, Gen Z Ini Gagas Nayan Project",https://news.detik.com/berita/d-8545783/edukasi-deteksi-dini-buta-warna-gen-z-ini-gagas-nayan-project,News
6 jam yang lalu,"Pramono Panggil Manajemen Ojol, Bahas Solusi Parkir Tak Ganggu Trotoar",https://news.detik.com/berita/d-8545782/pramono-panggil-manajemen-ojol-bahas-solusi-parkir-tak-ganggu-trotoar,News
6 jam yang lalu,"Bak Truk Nyangkut Kabel Listrik di Ciputat, Lalin Macet",https://news.detik.com/berita/d-8545777/bak-truk-nyangkut-kabel-listrik-di-ciputat-lalin-macet,News
6 jam yang lalu,"Cara Dapat Alat Bantu Penyandang Disabilitas Gratis, Ini Syaratnya",https://news.detik.com/berita/d-8545776/cara-dapat-alat-bantu-penyandang-disabilitas-gratis-ini-syaratnya,News
6 jam yang lalu,Satgas PRR Siapkan Dua Lokasi Huntap untuk Penyintas di Padang Pariaman,https://news.detik.com/berita/d-8545774/satgas-prr-siapkan-dua-lokasi-huntap-untuk-penyintas-di-padang-pariaman,News
6 jam yang lalu,"Pramono Bangun 11 Rusun Baru Tahun Depan, Dorong Hunian Vertikal di Jakarta",https://news.detik.com/berita/d-8545772/pramono-bangun-11-rusun-baru-tahun-depan-dorong-hunian-vertikal-di-jakarta,News
6 jam yang lalu,"TASPEN Puji Pengembalian Dana Hasil Rampasan Negara Rp 153,6 M dari KPK",https://news.detik.com/berita/d-8545770/taspen-puji-pengembalian-dana-hasil-rampasan-negara-rp-153-6-m-dari-kpk,News
6 jam yang lalu,PPKGBK Target Pengosongan Barang Hotel Sultan Selesai Sebulan,https://news.detik.com/berita/d-8545768/ppkgbk-target-pengosongan-barang-hotel-sultan-selesai-sebulan,News
6 jam yang lalu,PPATK Ungkap Jabodetabek Pusat Aktivitas Judi Online Nasional,https://news.detik.com/berita/d-8545766/ppatk-ungkap-jabodetabek-pusat-aktivitas-judi-online-nasional,News
6 jam yang lalu,5 Berita Terpopuler Internasional Hari Ini,https://news.detik.com/internasional/d-8545716/5-berita-terpopuler-internasional-hari-ini,News
6 jam yang lalu,"Perkara Sampel Urine, Jukir di Jakut Nekat Tusuk Karyawan Mal",https://news.detik.com/berita/d-8545707/perkara-sampel-urine-jukir-di-jakut-nekat-tusuk-karyawan-mal,News
6 jam yang lalu,"Langka, Senat AS Minta Trump Akhiri Operasi Militer di Iran",https://news.detik.com/dw/d-8545693/langka-senat-as-minta-trump-akhiri-operasi-militer-di-iran,News
6 jam yang lalu,"Suasana Hotel Sultan yang Mulai Dikosongkan, Kasur hingga TV Diangkut Truk",https://news.detik.com/berita/d-8545692/suasana-hotel-sultan-yang-mulai-dikosongkan-kasur-hingga-tv-diangkut-truk,News
6 jam yang lalu,Rekor! Ebola di Kongo Tembus 1.000 Kasus dalam Sebulan,https://news.detik.com/dw/d-8545689/rekor-ebola-di-kongo-tembus-1-000-kasus-dalam-sebulan,News
6 jam yang lalu,"Ada Demo Mahasiswa di Monas, Jl Medan Merdeka Selatan Arah Gambir Ditutup",https://news.detik.com/berita/d-8545667/ada-demo-mahasiswa-di-monas-jl-medan-merdeka-selatan-arah-gambir-ditutup,News
6 jam yang lalu,Iran Bilang Kesepakatan Damai adalah Deklarasi Kekalahan AS,https://news.detik.com/internasional/d-8545664/iran-bilang-kesepakatan-damai-adalah-deklarasi-kekalahan-as,News
7 jam yang lalu,"Isi Libur Sekolah, WKND Market PIK2 Hadirkan Puluhan Brand Lokal",https://news.detik.com/berita/d-8545661/isi-libur-sekolah-wknd-market-pik2-hadirkan-puluhan-brand-lokal,News
7 jam yang lalu,Bareskrim Limpahkan Laporan terhadap Grace Natalie-Abu Janda ke Polda Metro,https://news.detik.com/berita/d-8545652/bareskrim-limpahkan-laporan-terhadap-grace-natalie-abu-janda-ke-polda-metro,News
7 jam yang lalu,"Jalan Raya CBL Memprihatinkan, 4 Titik Longsor Dibiarkan Berbulan-bulan",https://news.detik.com/foto-news/d-8544972/jalan-raya-cbl-memprihatinkan-4-titik-longsor-dibiarkan-berbulan-bulan,News
7 jam yang lalu,"BPJPH Raih Penghargaan Satker Terbaik Pengelolaan APBN, Catat IKPA 99,53",https://news.detik.com/berita/d-8545646/bpjph-raih-penghargaan-satker-terbaik-pengelolaan-apbn-catat-ikpa-99-53,News
7 jam yang lalu,"Kejagung Terapkan Plea Bargaining, Jaksa Agung Bicara Pemulihan Sosial",https://news.detik.com/berita/d-8545637/kejagung-terapkan-plea-bargaining-jaksa-agung-bicara-pemulihan-sosial,News
7 jam yang lalu,"Dorong Kolaborasi Hijau, Pegadaian Dukung Program 2.000 Pohon di Kaltim",https://news.detik.com/berita/d-8545636/dorong-kolaborasi-hijau-pegadaian-dukung-program-2-000-pohon-di-kaltim,News
7 jam yang lalu,"Polisi Pantau Unggahan soal Korban Taufik Hidayat Lainnya, Persilakan Melapor",https://news.detik.com/berita/d-8545635/polisi-pantau-unggahan-soal-korban-taufik-hidayat-lainnya-persilakan-melapor,News
7 jam yang lalu,"Polda Jabar Tegaskan Taufik Hidayat Ditangkap, Bukan Menyerahkan Diri",https://news.detik.com/berita/d-8545634/polda-jabar-tegaskan-taufik-hidayat-ditangkap-bukan-menyerahkan-diri,News
7 jam yang lalu,Komisi II DPR: Dasco Pimpin Safari Bahas RUU Pemilu ke Parpol Non-parlemen,https://news.detik.com/berita/d-8545630/komisi-ii-dpr-dasco-pimpin-safari-bahas-ruu-pemilu-ke-parpol-non-parlemen,News
7 jam yang lalu,Israel Anggap Turki Jadi Ancaman Lebih Besar Dibanding Iran,https://news.detik.com/internasional/d-8545629/israel-anggap-turki-jadi-ancaman-lebih-besar-dibanding-iran,News
7 jam yang lalu,"Dulu Kayuh Sepeda Jual Ikan, Kini Risky Merajut Mimpi di Sekolah Rakyat",https://news.detik.com/berita/d-8545626/dulu-kayuh-sepeda-jual-ikan-kini-risky-merajut-mimpi-di-sekolah-rakyat,News
7 jam yang lalu,Prabowo Blak-blakan Ada yang Tak Mau RI Bangkit: Saya Bicara Apa Adanya,https://news.detik.com/berita/d-8545623/prabowo-blak-blakan-ada-yang-tak-mau-ri-bangkit-saya-bicara-apa-adanya,News
7 jam yang lalu,Polda Riau Bedah Rumah Warga di Pekanbaru Sambut Hari Bhayangkara ke-80,https://news.detik.com/melindungi-tuah-marwah/d-8545621/polda-riau-bedah-rumah-warga-di-pekanbaru-sambut-hari-bhayangkara-ke-80,News
7 jam yang lalu,Bima Arya Bekali Praja IPDN Papua 3 Fondasi Utama Kepemimpinan,https://news.detik.com/berita/d-8545567/bima-arya-bekali-praja-ipdn-papua-3-fondasi-utama-kepemimpinan,News
7 jam yang lalu,"Video: Detik-detik Longsor Lembah Anai, Jalur Padang-Bukittinggi Putus Total!",https://20.detik.com/detikupdate/20260624-260624095/video-detik-detik-longsor-lembah-anai-jalur-padang-bukittinggi-putus-total,News
7 jam yang lalu,Prabowo Ungkap Alasan Berkiprah di Politik: Tak Lihat Usaha Elite untuk Rakyat,https://news.detik.com/berita/d-8545615/prabowo-ungkap-alasan-berkiprah-di-politik-tak-lihat-usaha-elite-untuk-rakyat,News
7 jam yang lalu,"2 SPPI Kopdes-Kampung Nelayan Meninggal Saat Latihan Militer, Istana Buka Suara",https://news.detik.com/berita/d-8545610/2-sppi-kopdes-kampung-nelayan-meninggal-saat-latihan-militer-istana-buka-suara,News
7 jam yang lalu,Puncak HUT Jakarta 28 Juni di Bundaran HI: Jadwal dan Rangkaian Acara,https://news.detik.com/berita/d-8545597/puncak-hut-jakarta-28-juni-di-bundaran-hi-jadwal-dan-rangkaian-acara,News
7 jam yang lalu,Wakapolri Pimpin Ziarah Nasional Menjelang Hari Bhayangkara ke-80,https://news.detik.com/berita/d-8545593/wakapolri-pimpin-ziarah-nasional-menjelang-hari-bhayangkara-ke-80,News
7 jam yang lalu,Bhayangkari Polda Metro Bagikan 750 Paket Sembako di Bojongsari Depok,https://news.detik.com/berita/d-8545590/bhayangkari-polda-metro-bagikan-750-paket-sembako-di-bojongsari-depok,News
7 jam yang lalu,AS Sita 300 Drone di Dekat Lokasi-lokasi Piala Dunia,https://news.detik.com/internasional/d-8545587/as-sita-300-drone-di-dekat-lokasi-lokasi-piala-dunia,News
7 jam yang lalu,"Ini 5 Desain Terbaik Logo HUT Ke-81 RI, Publik Bisa Ikut Pilih",https://news.detik.com/berita/d-8545582/ini-5-desain-terbaik-logo-hut-ke-81-ri-publik-bisa-ikut-pilih,News
7 jam yang lalu,"Emak-emak Diviralkan Nyopet di Bus TransJ, Begini Faktanya",https://news.detik.com/berita/d-8545572/emak-emak-diviralkan-nyopet-di-bus-transj-begini-faktanya,News
7 jam yang lalu,"Pulihkan Rp 379 T, Kejagung Kini Kejar Rp 40,3 T dari Denda Penertiban Hutan",https://news.detik.com/berita/d-8545571/pulihkan-rp-379-t-kejagung-kini-kejar-rp-40-3-t-dari-denda-penertiban-hutan,News
7 jam yang lalu,"Video Kericuhan Kebun Sawit OKI: Warga Bakar Kantor Perusahaan, 2 Orang Terluka",https://20.detik.com/detikupdate/20260624-260624091/video-kericuhan-kebun-sawit-oki-warga-bakar-kantor-perusahaan-2-orang-terluka,News
7 jam yang lalu,Kemendagri Pastikan Hasil Ukur IPKD 2025 Sesuai Kondisi Riil Daerah,https://news.detik.com/berita/d-8545548/kemendagri-pastikan-hasil-ukur-ipkd-2025-sesuai-kondisi-riil-daerah,News
7 jam yang lalu,Mobil Pelat Merah Berisi Mayat Wanita 4 Hari Terparkir di Bandara Juanda,https://news.detik.com/berita/d-8545568/mobil-pelat-merah-berisi-mayat-wanita-4-hari-terparkir-di-bandara-juanda,News
7 jam yang lalu,"Cara Ikut Voting Logo HUT ke-81 RI Tahun 2026, Ini Linknya",https://news.detik.com/berita/d-8545561/cara-ikut-voting-logo-hut-ke-81-ri-tahun-2026-ini-linknya,News
8 jam yang lalu,Video: Geger Wanita Tewas dalam Mobil Pelat Merah di Bandara Juanda,https://20.detik.com/detikupdate/20260624-260624090/video-geger-wanita-tewas-dalam-mobil-pelat-merah-di-bandara-juanda,News
8 jam yang lalu,Andre Rosiade: Isu Budi Djiwandono Minta Awasi Gerak Gibran Hoaks,https://news.detik.com/berita/d-8545550/andre-rosiade-isu-budi-djiwandono-minta-awasi-gerak-gibran-hoaks,News
8 jam yang lalu,"Viral Pemotor Masuk Tol BORR, Sempat Jatuh usai Ditegur Petugas Kebersihan",https://news.detik.com/berita/d-8545542/viral-pemotor-masuk-tol-borr-sempat-jatuh-usai-ditegur-petugas-kebersihan,News
8 jam yang lalu,"Barang Rampasan Kasus Noel dkk Bakal Dilelang, Ada Ducati hingga Nissan GTR",https://news.detik.com/berita/d-8545541/barang-rampasan-kasus-noel-dkk-bakal-dilelang-ada-ducati-hingga-nissan-gtr,News
8 jam yang lalu,"Menlu Iran Teleponan dengan Pejabat Hamas, Bahas Apa?",https://news.detik.com/internasional/d-8545540/menlu-iran-teleponan-dengan-pejabat-hamas-bahas-apa,News
8 jam yang lalu,Bima Arya Bicara Pentingnya Identitas Daerah Lewat Kearifan Lokal,https://news.detik.com/berita/d-8545536/bima-arya-bicara-pentingnya-identitas-daerah-lewat-kearifan-lokal,News
8 jam yang lalu,"2 WN Pakistan di OKU Sumsel Dideportasi, Bohongi Data Demi dapat ITAS",https://news.detik.com/berita/d-8545507/2-wn-pakistan-di-oku-sumsel-dideportasi-bohongi-data-demi-dapat-itas,News
8 jam yang lalu,Pemerintah Buka Jajak Pendapat Logo HUT Ke-81 RI 24-28 Juni 2026,https://news.detik.com/berita/d-8545506/pemerintah-buka-jajak-pendapat-logo-hut-ke-81-ri-24-28-juni-2026,News
8 jam yang lalu,YouTube Setujui Penyelesaian Gugatan Kesehatan Mental Remaja AS,https://news.detik.com/dw/d-8545505/youtube-setujui-penyelesaian-gugatan-kesehatan-mental-remaja-as,News
8 jam yang lalu,"Sehari 3 Kali, Truk Kecelakaan di Jakarta Hari Ini",https://news.detik.com/berita/d-8545504/sehari-3-kali-truk-kecelakaan-di-jakarta-hari-ini,News
8 jam yang lalu,"512 Warga di Nanggung Bogor Terdampak Kekeringan, Butuh Air Bersih",https://news.detik.com/berita/d-8545497/512-warga-di-nanggung-bogor-terdampak-kekeringan-butuh-air-bersih,News
8 jam yang lalu,Polisi Jamin Perlakukan Taufik Hidayat Sesuai SOP dan Manusiawi,https://news.detik.com/berita/d-8545492/polisi-jamin-perlakukan-taufik-hidayat-sesuai-sop-dan-manusiawi,News
8 jam yang lalu,Mendagri Sebut Penguatan Program Bedah Rumah Wujud Keberpihakan Pemerintah,https://news.detik.com/berita/d-8545490/mendagri-sebut-penguatan-program-bedah-rumah-wujud-keberpihakan-pemerintah,News
8 jam yang lalu,Aria Bima PDIP Ungkap Dana Transfer ke Daerah Bakal Jadi Rp 600 T di 2027,https://news.detik.com/berita/d-8545489/aria-bima-pdip-ungkap-dana-transfer-ke-daerah-bakal-jadi-rp-600-t-di-2027,News
8 jam yang lalu,"Prabowo Akui Gaji Guru Kurang Baik, Komisi X DPR: Layaknya Minimal Rp 5 Juta",https://news.detik.com/berita/d-8545466/prabowo-akui-gaji-guru-kurang-baik-komisi-x-dpr-layaknya-minimal-rp-5-juta,News
8 jam yang lalu,Kapolda Riau Ziarah Makam Pahlawan Jelang HUT Bhayangkara: Rawat Semangat Juang,https://news.detik.com/melindungi-tuah-marwah/d-8545465/kapolda-riau-ziarah-makam-pahlawan-jelang-hut-bhayangkara-rawat-semangat-juang,News
